name,city,state,country,postal_code,latitude,longitude,line1,iata_code
Winnemucca Municipal Airport,Winnemucca,NV,US,89445,40.89659882,-117.8059998,Winnemucca Municipal Airport,WMC
West Woodward Airport,Woodward,OK,US,73801,36.438,-99.5226667,West Woodward Airport,WWR
Cape Canaveral AFS Skid Strip,Cocoa Beach,FL,US,32920,28.46759987,-80.56659698,Cape Canaveral AFS Skid Strip,XMR
Homey (Area 51) Airport,Groom Lake,Nevada,US,,37.23500061,-115.810997,Homey (Area 51) Airport,\N
Zanesville Municipal Airport,Zanesville,OH,US,43701,39.94440079,-81.89209747,Zanesville Municipal Airport,ZZV
Nenana Municipal Airport,Nenana,AK,US,99760,64.54730225,-149.0740051,Nenana Municipal Airport,ENN
Wasilla Airport,Wasilla,AK,US,99654,61.57170105,-149.5399933,Wasilla Airport,WWA
Austin Straubel International Airport,Green Bay,IL,US,54313,44.48509979,-88.12960052,Austin Straubel International Airport,GRB
San Diego International Airport,San Diego,CA,US,92101,32.73360062,-117.1900024,San Diego International Airport,SAN
Columbus Air Force Base,Colombus,MS,US,39705,33.64379883,-88.44380188,Columbus Air Force Base,CBM
